TrackerID,FMSID,Title,Summary,CurrentPhase,DesignPercentComplete,ProcurementPercentComplete,ConstructionPercentComplete,DesignStart,DesignProjectedCompletion,DesignAdjustedCompletion,DesignActualCompletion,ProcurementStart,ProcurementProjectedCompletion,ProcurementAdjustedCompletion,ProcurementActualCompletion,ConstructionStart,ConstructionProjectedCompletion,ConstructionAdjustedCompletion,ConstructionActualCompletion,TotalFunding,ProjectLiaison,LastUpdated,FundingSource,name,ParkID,Latitude,Longitude,Borough
5072,846 P-6ROOF9A,Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M),This project will reconstruct roofs at various park facilities in the Bronx and Queens.,completed,100,100,100,12/01/2006 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,09/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,10/01/2013 12:00:00 AM,06/01/2015 12:00:00 AM,06/01/2015 12:00:00 AM,"$4,806,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Borough PresidentMayoral,Riverdale & Mosholu Avenues,X152,40.902446,-73.904939,"Bronx, Queens"
10867,,Arcilla Playground Reconstruction and Public Restroom Building Construction,"This project will reconstruct the playground, multi-purpose play area, landscaping, play equipment, spray shower, seating area, basketball court, handball court, and public restroom building in Arcilla Playground.",proposed,0,0,0,,,,,,,,,,,,,Greater than $10 million,Katerine Borrome,09/22/2025 12:00:00 AM,City CouncilMayoral,East 163rd Street Between Park Avenue and Teller Avenue,X219,40.8270815,-73.9141074,Bronx
8670,846 P-5ARDTR,Arden Woods Trailhead Parking Construction,This project will construct an off-street parking lot and trailhead at Arden Woods.,completed,100,100,100,12/01/2016 12:00:00 AM,03/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,09/01/2019 12:00:00 AM,11/01/2020 12:00:00 AM,03/01/2021 12:00:00 AM,04/01/2021 12:00:00 AM,04/01/2022 12:00:00 AM,,11/01/2021 12:00:00 AM,"$1,238,000",Joseph Homsey,09/22/2025 12:00:00 AM,Borough PresidentMayoral,Arden Avenue between Kyle Court and Forest Green,R120,40.55808,-74.190937,Staten Island
9723,846 P-6TRAI20,Arden Woods Trail Construction,This project will construct hiking trails at Arden Woods.,completed,100,100,100,03/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,03/01/2021 12:00:00 AM,07/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,08/01/2022 12:00:00 AM,07/01/2023 12:00:00 AM,,12/01/2022 12:00:00 AM,"$567,000",,09/22/2025 12:00:00 AM,Borough PresidentCity CouncilMayoral,Between Arthur Kill Road and Woodrow Road,R120,40.556815,-74.191909,Staten Island
1024111,846 EXPENSE,Arrochar Playground Pavement Reconstruction,This project will reconstruct the pavement at Arrochar Playground.,completed,100,100,100,03/01/2015 12:00:00 AM,07/01/2015 12:00:00 AM,,06/01/2015 12:00:00 AM,09/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,,09/01/2015 12:00:00 AM,10/01/2015 12:00:00 AM,11/01/2015 12:00:00 AM,,11/01/2015 12:00:00 AM,"$71,000",Joseph Homsey,09/22/2025 12:00:00 AM,Mayoral,,R062,40.597714,-74.071025,Staten Island
7029,846 P-5CPIBN6,Arrochar Playground and Grandview Playground Public Restroom Building Reconstruction,This project will reconstruct the public restroom buildings at Arrochar Playground and Grandview Playground.,completed,100,100,100,02/01/2015 12:00:00 AM,01/01/2016 12:00:00 AM,,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,,04/01/2017 12:00:00 AM,07/01/2017 12:00:00 AM,10/01/2018 12:00:00 AM,01/01/2019 12:00:00 AM,02/01/2019 12:00:00 AM,"$3,713,000",Joseph Homsey,09/22/2025 12:00:00 AM,Mayoral,"Sand La., Major Ave. and Mcfarland Ave.",R062,40.59773,-74.071136,Staten Island
7029,846 P-5CPIBN6,Arrochar Playground and Grandview Playground Public Restroom Building Reconstruction,This project will reconstruct the public restroom buildings at Arrochar Playground and Grandview Playground.,completed,100,100,100,02/01/2015 12:00:00 AM,01/01/2016 12:00:00 AM,,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,,04/01/2017 12:00:00 AM,07/01/2017 12:00:00 AM,10/01/2018 12:00:00 AM,01/01/2019 12:00:00 AM,02/01/2019 12:00:00 AM,"$3,713,000",Joseph Homsey,09/22/2025 12:00:00 AM,Mayoral,"Grandview Ave., at Continental Pl.",R068,40.630547,-74.165045,Staten Island
6340,846 P-500ARPG,Arrochar Playground Reconstruction,This project will reconstruct the playground and multi-use area at Arrochar Playground adjacent to PS 39.,completed,100,100,100,01/01/2015 12:00:00 AM,01/01/2016 12:00:00 AM,,12/01/2015 12:00:00 AM,12/01/2015 12:00:00 AM,09/01/2016 12:00:00 AM,,07/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,11/01/2017 12:00:00 AM,12/01/2017 12:00:00 AM,03/01/2018 12:00:00 AM,"$3,100,000",Joseph Homsey,09/22/2025 12:00:00 AM,Borough PresidentCity CouncilMayoral,Sand Lane between Major Avenue and MacFarland Avenue,R062,40.59774333,-74.07093389,Staten Island
10609,846 P-414ARVR,Arverne Playground Reconstruction,This project will reconstruct the playground and sports courts.,design,30,0,0,08/01/2025 12:00:00 AM,03/01/2026 12:00:00 AM,,,,,,,,,,,Between $5 million and $10 million,Meira Berkower,09/22/2025 12:00:00 AM,Borough PresidentCity CouncilMayoral,Arverne Blvd. bet. Beach 56 St. and Beach 54 St.,Q313,40.592852,-73.785152,Queens
1122111,846 P-3PL16A1,Dekovats Playground Safety Surfacing Reconstruction,This project will reconstruct the safety surfacing at Dekovats Playground.,completed,100,100,100,02/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,,11/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,11/01/2018 12:00:00 AM,,11/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,02/01/2019 12:00:00 AM,,12/01/2018 12:00:00 AM,"$763,000",Steve Simon,09/22/2025 12:00:00 AM,Mayoral,,M286,40.778493,-73.943971,Manhattan
8845,846 P-213ALAE,Asser Levy Park Adult Fitness Area Construction,This project will construct adult fitness equipment in Asser Levy Park.,completed,100,100,100,11/01/2017 12:00:00 AM,11/01/2018 12:00:00 AM,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,05/01/2021 12:00:00 AM,05/01/2022 12:00:00 AM,05/01/2022 12:00:00 AM,05/01/2022 12:00:00 AM,05/01/2023 12:00:00 AM,,02/01/2023 12:00:00 AM,"$543,000",James Morris,09/22/2025 12:00:00 AM,City CouncilMayoral,Surf Avenue and West 5th Street,B080,40.574875,-73.971751,Brooklyn
10707,846 P-213ALDR,Asser Levy Park Dog Run Construction,This project will construct a dog run at Asser Levy park.,design,100,0,0,12/01/2023 12:00:00 AM,12/01/2024 12:00:00 AM,,12/01/2024 12:00:00 AM,,,,,,,,,Between $1 million and $3 million,James Morris,09/22/2025 12:00:00 AM,City Council,W 5th St. between Sea Breeze Avenue and Surf Avenue,B080,40.575309,-73.972062,Brooklyn
7017,846 P-213ASRL,Asser Levy Park Flagpole Installation,This project will construct a new flagpole and install a bluestone path in Asser Levy Park.,completed,100,100,100,08/01/2014 12:00:00 AM,10/01/2014 12:00:00 AM,,12/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,09/01/2015 12:00:00 AM,,03/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,09/01/2015 12:00:00 AM,,09/01/2015 12:00:00 AM,"$67,000",James Morris,09/22/2025 12:00:00 AM,City CouncilMayoral,West 5th Street and Surf Avenue,B080,40.575246,-73.971722,Brooklyn
7231,846 P-213ALVY,Asser Levy Park Playground & Path Reconstruction,This project will reconstruct the playground and adjacent paths in Asser Levy Park.,completed,100,100,100,09/01/2015 12:00:00 AM,09/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,02/01/2017 12:00:00 AM,02/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,,09/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,10/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,"$3,850,000",James Morris,09/22/2025 12:00:00 AM,City CouncilMayoral,West 5th Street between Surf Avenue and Sea Breeze Avenue,B080,40.575395,-73.972289,Brooklyn
10922,846 P-213ALPE,Asser Levy Park Play Equipment Reconstruction,This project will reconstruct the play equipment at Asser Levy Park.,procurement,100,40,0,11/01/2024 12:00:00 AM,11/01/2025 12:00:00 AM,,05/01/2025 12:00:00 AM,08/01/2025 12:00:00 AM,,,,,,,,Less than $1 million,James Morris,09/22/2025 12:00:00 AM,Mayoral,"West 5th Street, Sea Breeze Avenue, Surf Avenue",B080,40.5751426,-73.9713957,Brooklyn
1332111,846 P-306ASEQ,Asser Levy Recreation Center Fitness Room Reconstruction,This project will reconstruct the fitness room at Asser Levy Recreation Center.,completed,100,100,100,01/01/2022 12:00:00 AM,09/01/2022 12:00:00 AM,,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,,06/01/2022 12:00:00 AM,03/01/2023 12:00:00 AM,12/01/2023 12:00:00 AM,,06/01/2023 12:00:00 AM,"$853,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,"Mayoral, City Council",,M164,40.736678,-73.975608,Manhattan
10666,,Asser Levy Recreation Center Envelope Reconstruction,This project will reconstruct facility envelopes for exterior windows and doors at Asser Levy Recreation Center.,proposed,0,0,0,,,,,,,,,,,,,Between $3 million and $5 million,Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,,M164,40.736642,-73.975488,Manhattan
9384,846 SANDY6-08,Asser Levy Recreation Center HVAC System Reconstruction (Hurricane Sandy),"This project will reconstruct the HVAC system, upgrade the electrical service system, replace pool equipment including the pool filtration system, and provide flood mitigation to the boiler and pool equipment room at Asser Levy Recreation Center.",procurement,100,5,0,09/01/2019 12:00:00 AM,03/01/2021 12:00:00 AM,11/01/2022 12:00:00 AM,11/01/2022 12:00:00 AM,11/01/2022 12:00:00 AM,08/01/2023 12:00:00 AM,01/01/2027 12:00:00 AM,,,,,,Greater than $10 million,Steve Simon,09/22/2025 12:00:00 AM,Borough PresidentCity CouncilFederalMayoral,Asser Levy Place between East 23rd Street and East 25th Street,M164,40.736136,-73.975669,Manhattan
5961,846 P-306ALNP,Asser Levy Playground Expansion,"This project will expand Asser Levy Playground into the roadbed of Asser Levy Place and construct a new artificial turf field and exercise track, new adult fitness equipment, benches, tables, drinking fountains, park lighting and trees.",completed,100,100,100,04/01/2012 12:00:00 AM,02/01/2013 12:00:00 AM,,05/01/2013 12:00:00 AM,05/01/2013 12:00:00 AM,02/01/2014 12:00:00 AM,,09/01/2013 12:00:00 AM,10/01/2013 12:00:00 AM,10/01/2014 12:00:00 AM,10/01/2014 12:00:00 AM,10/01/2014 12:00:00 AM,"$1,293,000",Steve Simon,09/22/2025 12:00:00 AM,"City Council, Private",Asser Levy Place between East 23rd Street and East 25th Street,M164,40.73634556,-73.97549056,Manhattan
6134,846 P-3ALBOIL,Asser Levy Recreation Center Boiler and Pool Dehumidifier Reconstruction,This project will reconstruct the boiler and pool dehumidification system at Asser Levy Recreation Center.,completed,100,100,100,10/01/2012 12:00:00 AM,08/01/2013 12:00:00 AM,,12/01/2013 12:00:00 AM,12/01/2013 12:00:00 AM,08/01/2014 12:00:00 AM,02/01/2015 12:00:00 AM,01/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,"$1,384,000",Steve Simon,09/22/2025 12:00:00 AM,FederalMayoral,Asser Levy Place between East 23rd Street and East 25th Street,M164,40.735834,-73.975408,Manhattan
7199,846 P-4CPIAHP,Astoria Health Playground Reconstruction,This project will reconstruct Astoria Health Playground.,completed,100,100,100,04/01/2016 12:00:00 AM,04/01/2017 12:00:00 AM,,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,01/01/2018 12:00:00 AM,04/01/2018 12:00:00 AM,03/01/2018 12:00:00 AM,03/01/2018 12:00:00 AM,03/01/2019 12:00:00 AM,,03/01/2019 12:00:00 AM,"$2,049,000",Meira Berkower,09/22/2025 12:00:00 AM,Mayoral,14th Street between 31st Avenue and 31st Drive,Q123,40.767971,-73.932669,Queens
7022,846 P-4CPIBN5,Astoria Heights and Bowne Playground Public Restroom Building Reconstruction,This project will reconstruct the public restroom buildings at Astoria Heights Playground and Bowne Playground.,completed,100,100,100,11/01/2014 12:00:00 AM,01/01/2016 12:00:00 AM,,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,12/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,06/01/2018 12:00:00 AM,,07/01/2018 12:00:00 AM,"$4,188,000",Meira Berkower,09/22/2025 12:00:00 AM,Mayoral,30 Road between 45 Street and 46 Street,Q014,40.761013,-73.911575,Queens
7022,846 P-4CPIBN5,Astoria Heights and Bowne Playground Public Restroom Building Reconstruction,This project will reconstruct the public restroom buildings at Astoria Heights Playground and Bowne Playground.,completed,100,100,100,11/01/2014 12:00:00 AM,01/01/2016 12:00:00 AM,,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,12/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,06/01/2018 12:00:00 AM,,07/01/2018 12:00:00 AM,"$4,188,000",Meira Berkower,09/22/2025 12:00:00 AM,Mayoral,Union St. bet. Barclay Ave. and Sanford Ave.,Q308,40.758102,-73.824444,Queens
7018,846 P-4CPIAST,Astoria Heights-JHS10 Playground Reconstruction,This project will reconstruct Astoria Heights Playground.,completed,100,100,100,11/01/2014 12:00:00 AM,11/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,09/01/2016 12:00:00 AM,11/01/2016 12:00:00 AM,05/01/2018 12:00:00 AM,,05/01/2018 12:00:00 AM,"$5,040,000",Meira Berkower,09/22/2025 12:00:00 AM,Borough PresidentCity CouncilMayoral,30th Road between 45th and 46th Streets,Q014,40.76042083,-73.9117425,Queens
1254111,846 P-6COMF18,Astoria Park Field House Restrooms Reconstruction,This project will reconstruct the public restrooms in the field house at Astoria Park.,completed,100,100,100,11/01/2019 12:00:00 AM,08/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,,02/01/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12/01/2021 12:00:00 AM,,12/01/2021 12:00:00 AM,"$970,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,,Q004,40.775962,-73.925178,Queens
9322,846 P-401APFS,Astoria Pool Filtration System Reconstruction,This project will reconstruct the filtration system at Astoria Pool.,completed,100,100,100,09/01/2019 12:00:00 AM,03/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,03/01/2022 12:00:00 AM,10/01/2022 12:00:00 AM,09/01/2022 12:00:00 AM,10/01/2022 12:00:00 AM,06/01/2024 12:00:00 AM,,06/01/2024 12:00:00 AM,"$18,948,000",Meira Berkower,09/22/2025 12:00:00 AM,Mayoral,19th Street at 23rd Drive,Q004,40.778581,-73.922739,Queens
5960,846 P-401APPS,Astoria Park Diving Pool Plaza Construction,This project will demolish the diving pool at the Astoria Park Bathhouse and construct a plaza in its place.,completed,100,100,100,12/01/2012 12:00:00 AM,10/01/2013 12:00:00 AM,11/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,09/01/2017 12:00:00 AM,12/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2019 12:00:00 AM,,11/01/2019 12:00:00 AM,"$5,087,000",Meira Berkower,09/22/2025 12:00:00 AM,City CouncilMayoral,"24-02 19th Street, between 23rd Street and 23rd Drive",Q004,40.778387,-73.92323,Queens
3574,846 P-4QERIVE,Queens East River and North Shore Greenway Construction,"This project will construct portions of the Queens East River and North Shore Greenway in Queensbridge Park, Rainey Park, Hallets Cove Playground, Astoria Park and Ralph Demarco Park.",completed,100,100,100,04/01/2007 12:00:00 AM,10/01/2008 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,,07/01/2011 12:00:00 AM,10/01/2011 12:00:00 AM,09/01/2012 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,"$2,586,000",Meira Berkower,09/22/2025 12:00:00 AM,"City Council, Federal","Astoria Park South, 21 Street, Hoyt Avenue, Ditmars Boulevard, East River",Q004,40.779369,-73.923354,Queens
3574,846 P-4QERIVE,Queens East River and North Shore Greenway Construction,"This project will construct portions of the Queens East River and North Shore Greenway in Queensbridge Park, Rainey Park, Hallets Cove Playground, Astoria Park and Ralph Demarco Park.",completed,100,100,100,04/01/2007 12:00:00 AM,10/01/2008 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,,07/01/2011 12:00:00 AM,10/01/2011 12:00:00 AM,09/01/2012 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,"$2,586,000",Meira Berkower,09/22/2025 12:00:00 AM,"City Council, Federal","Main Avenue, Vernon Boulevard, Hallets Cove, East River, 1st Street",Q226,40.771608,-73.93474,Queens
3574,846 P-4QERIVE,Queens East River and North Shore Greenway Construction,"This project will construct portions of the Queens East River and North Shore Greenway in Queensbridge Park, Rainey Park, Hallets Cove Playground, Astoria Park and Ralph Demarco Park.",completed,100,100,100,04/01/2007 12:00:00 AM,10/01/2008 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,,07/01/2011 12:00:00 AM,10/01/2011 12:00:00 AM,09/01/2012 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,"$2,586,000",Meira Berkower,09/22/2025 12:00:00 AM,"City Council, Federal","21st Street, Bridge Plaza, Vernon Boulevard, East River",Q104,40.755795,-73.948186,Queens
3574,846 P-4QERIVE,Queens East River and North Shore Greenway Construction,"This project will construct portions of the Queens East River and North Shore Greenway in Queensbridge Park, Rainey Park, Hallets Cove Playground, Astoria Park and Ralph Demarco Park.",completed,100,100,100,04/01/2007 12:00:00 AM,10/01/2008 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,,07/01/2011 12:00:00 AM,10/01/2011 12:00:00 AM,09/01/2012 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,"$2,586,000",Meira Berkower,09/22/2025 12:00:00 AM,"City Council, Federal","Vernon Boulevard, 33 Road, 34 Avenue, East River",Q048,40.766761,-73.941052,Queens
3574,846 P-4QERIVE,Queens East River and North Shore Greenway Construction,"This project will construct portions of the Queens East River and North Shore Greenway in Queensbridge Park, Rainey Park, Hallets Cove Playground, Astoria Park and Ralph Demarco Park.",completed,100,100,100,04/01/2007 12:00:00 AM,10/01/2008 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,,07/01/2011 12:00:00 AM,10/01/2011 12:00:00 AM,09/01/2012 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,"$2,586,000",Meira Berkower,09/22/2025 12:00:00 AM,"City Council, Federal",Shore Boulevard between Ditmars Boulevard and 20th Avenue,Q004A,40.784596,-73.917301,Queens
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,"Astoria Park South, 21 Street, Hoyt Avenue, Ditmars Boulevard, East River",Q004,40.77854,-73.922163,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,"Southside West 25 Street, 9 to 10 Avenues",M260,40.748225,-74.002091,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,"Slosson Avenue, Victory Boulevard, Clove Road",R005,40.615508,-74.107552,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,East 54 Street between 1 Avenue and 2 Avenue,M130,40.756565,-73.965101,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,"Fulton Avenue, Crotona Park North, South, East",X010,40.840531,-73.897817,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,(East) Van Wyck Expressway to (North) Long Island Railroad to (West) Passerelle Building,Q099,40.753581,-73.838044,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,"Grand Central Parkway, Van Wyck Expressway",Q099,40.7452014,-73.8489099,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,Park Lane (to East & South) to (West) Metropolitan Avenue,Q015,40.710786,-73.835521,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,"Greene, Marcy, Lafayette, Tompkins Avenues",B088,40.689839,-73.946447,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
6708,846 ACEDPR403,Citywide Energy Efficient Lighting Installation (CNYG-2415MA1),This project will upgrade lighting fixtures to improve energy efficiency at various locations citywide.,completed,100,100,100,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2020 12:00:00 AM,,10/01/2020 12:00:00 AM,"$2,262,000",Cristin Leoutsakos,09/22/2025 12:00:00 AM,Mayoral,Richmond Parkway & Moravian Cemetary at Rockland Avenue,R088,40.582621,-74.123031,"Queens, Manhattan, Staten Island, Bronx, Brooklyn"
